School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
PS 340,NYC GEOG DIST #10 - BRONX ,"$7,297.56","$3,339.81","$5,893.64",$78.65,"$16,609.66",$707.24,$391.85,$0.00,"$1,099.09",$474.93,$263.14,$322.14,"$1,060.21","$18,768.96","$26,471.03","$17,186.34",$978.32,$160.12,$58.24,$10.07,$375.87,$0.00,"$1,582.62","$26,471.03","$22,201.11","$9,044.53",$738.07,$0.00,$0.00,"$11,513.33"
PS 360,NYC GEOG DIST #10 - BRONX ,"$7,490.68","$2,553.37","$5,564.92",$143.94,"$15,752.90",$653.92,$362.31,$0.00,"$1,016.23",$460.01,$254.87,$359.37,"$1,074.24","$17,843.39","$25,545.46","$15,889.03","$1,253.09",$102.77,$37.12,$13.73,$499.26,$48.39,"$1,954.36","$25,545.46","$26,376.75","$7,051.15",$714.88,$0.00,$0.00,"$20,425.68"
PS 37 MULTIPLE INTELLIGENCE SCHOOL,NYC GEOG DIST #10 - BRONX ,"$6,257.62","$3,340.85","$5,318.04",$68.96,"$14,985.48",$746.65,$413.68,$0.00,"$1,160.33",$659.54,$365.42,$621.67,"$1,646.63","$17,792.44","$25,494.52","$16,389.96",$807.62,$108.48,$20.58,$9.60,$453.66,$2.53,"$1,402.48","$25,494.52","$18,212.94","$6,379.94","$1,024.96",$0.00,$0.00,$0.00
PS 396,NYC GEOG DIST #10 - BRONX ,"$15,825.50","$5,445.05","$11,784.97",$400.40,"$33,455.92","$1,387.40",$768.69,$0.00,"$2,156.09",$815.74,$451.96,"$1,428.82","$2,696.53","$38,308.55","$46,010.63","$36,763.55","$1,044.37",$195.33,$43.30,$20.40,$76.08,$165.50,"$1,545.00","$46,010.63","$62,092.08","$13,082.53","$1,267.71",$0.00,$0.00,"$17,610.88"
PS 46 EDGAR ALLAN POE,NYC GEOG DIST #10 - BRONX ,"$7,252.82","$2,667.39","$5,496.30",$95.15,"$15,511.67",$955.91,$529.62,$0.00,"$1,485.54",$915.78,$507.39,$404.22,"$1,827.40","$18,824.61","$26,526.69","$16,956.69","$1,218.68",$235.39,$74.50,$46.25,$269.55,$23.54,"$1,867.92","$26,526.69","$21,545.24","$8,007.47","$1,423.17",$0.00,$0.00,$0.00
PS 56 NORWOOD HEIGHTS,NYC GEOG DIST #10 - BRONX ,"$6,586.23","$3,527.50","$5,603.52",$4.50,"$15,721.76",$630.96,$349.58,$0.00,$980.55,$156.46,$86.69,$485.75,$728.91,"$17,431.22","$25,133.29","$15,834.09",$896.68,$121.18,$32.84,$9.16,$387.96,$149.31,"$1,597.12","$25,133.29","$22,629.19","$5,430.72",$243.15,$0.00,$0.00,$0.00
PS 59 COMM SCHOOL OF TECHNOLOGY,NYC GEOG DIST #10 - BRONX ,"$9,160.02","$3,425.19","$6,972.85",$96.58,"$19,654.64","$1,102.52",$610.85,$0.00,"$1,713.37",$726.87,$402.72,$512.48,"$1,642.07","$23,010.09","$30,712.16","$21,075.68","$1,103.43",$229.87,$24.19,$59.37,$492.94,$24.60,"$1,934.41","$30,712.16","$24,977.11","$10,935.56","$1,129.59",$0.00,$0.00,"$30,326.22"
PS 8 ISSAC VARIAN,NYC GEOG DIST #10 - BRONX ,"$7,067.25","$1,925.50","$4,982.44",$38.37,"$14,013.56",$579.38,$321.01,$0.00,$900.39,$720.61,$399.25,$423.26,"$1,543.13","$16,457.08","$24,159.16","$14,706.04",$972.48,$228.06,$35.52,$30.96,$482.98,$1.04,"$1,751.04","$24,159.16","$18,261.47","$7,398.11","$1,119.87",$0.00,$0.00,$0.00
PS 81 ROBERT J CHRISTEN,NYC GEOG DIST #10 - BRONX ,"$5,789.40","$1,935.38","$4,279.92",$12.11,"$12,016.82",$461.48,$255.68,$0.00,$717.16,$454.73,$251.94,$226.14,$932.82,"$13,666.80","$21,368.87","$12,960.03",$66.58,$320.36,$5.18,$4.04,$285.35,$25.26,$706.77,"$21,368.87","$18,321.42","$3,443.49",$706.68,$0.00,$0.00,$0.00
PS 85 GREAT EXPECTATIONS,NYC GEOG DIST #10 - BRONX ,"$7,468.59","$3,551.04","$6,105.44",$49.63,"$17,174.70",$837.87,$464.22,$0.00,"$1,302.09",$686.80,$380.52,"$1,624.18","$2,691.51","$21,168.29","$28,870.37","$19,472.43","$1,012.74",$200.47,$50.58,$0.88,$409.24,$21.96,"$1,695.87","$28,870.37","$26,558.84","$6,905.25","$1,714.24","$1,083.99",$0.00,"$19,199.67"
PS 86 KINGSBRIDGE HEIGHTS,NYC GEOG DIST #10 - BRONX ,"$6,402.87","$1,687.32","$4,482.37",$0.28,"$12,572.84",$512.01,$283.68,$0.00,$795.69,$410.87,$227.64,$339.64,$978.16,"$14,346.69","$22,048.76","$13,241.09",$836.63,$124.65,$53.73,$3.65,$82.60,$4.34,"$1,105.60","$22,048.76","$16,050.01","$3,845.69",$573.10,$0.00,$0.00,"$16,027.79"
PS 9 RYER AVENUE ELEMENTARY SCHOOL,NYC GEOG DIST #10 - BRONX ,"$6,923.04","$2,312.83","$5,117.14",$68.86,"$14,421.88",$639.59,$354.36,$0.00,$993.95,$483.38,$267.82,$542.51,"$1,293.71","$16,709.54","$24,411.62","$15,232.54",$897.88,$131.92,$34.69,$51.41,$298.78,$62.31,"$1,477.00","$24,411.62","$20,003.07","$7,103.62",$751.20,$0.00,$0.00,"$13,717.64"
PS 91,NYC GEOG DIST #10 - BRONX ,"$7,567.80","$2,182.17","$5,401.98",$0.46,"$15,152.42",$820.98,$454.87,$0.00,"$1,275.85",$568.30,$314.87,$340.52,"$1,223.69","$17,651.97","$25,354.04","$15,960.73","$1,267.02",$120.25,$68.44,$77.69,$127.54,$30.30,"$1,691.24","$25,354.04","$21,152.54","$5,330.85",$883.17,$0.00,$0.00,$0.00
PS 94 KINGS COLLEGE SCHOOL,NYC GEOG DIST #10 - BRONX ,"$7,130.16","$2,861.50","$5,535.89",$127.12,"$15,654.67",$421.81,$233.71,$0.00,$655.52,$489.87,$271.41,$586.33,"$1,347.61","$17,657.81","$25,359.88","$15,672.17","$1,157.27",$114.82,$51.78,$188.69,$442.17,$30.90,"$1,985.63","$25,359.88","$26,356.10","$10,657.12",$761.28,$0.00,$0.00,$0.00
PS 95 SHEILA MENCHER,NYC GEOG DIST #10 - BRONX ,"$5,890.48","$1,720.47","$4,216.85",$13.93,"$11,841.72",$591.64,$327.80,$0.00,$919.43,$422.86,$234.28,$811.95,"$1,469.09","$14,230.25","$21,932.33","$13,126.42",$716.59,$92.71,$11.65,$24.62,$254.83,$3.41,"$1,103.83","$21,932.33","$15,119.14","$9,112.97",$657.14,$0.00,$0.00,$0.00
PS/IS 54,NYC GEOG DIST #10 - BRONX,"$6,391.35","$2,908.45","$5,152.57",$70.02,"$14,522.39",$915.04,$506.98,$0.00,"$1,422.01",$928.73,$514.56,$478.02,"$1,921.31","$17,865.72","$25,567.79","$16,052.30",$964.53,$155.28,$30.00,$269.80,$360.27,$33.53,"$1,813.41","$25,567.79","$19,448.47","$14,653.71","$1,443.29",$0.00,$0.00,"$12,873.09"
PS/MS 20 PO GEORGE J WERDAN III,NYC GEOG DIST #10 - BRONX ,"$6,623.13","$2,609.93","$5,115.58",$197.82,"$14,546.46",$620.03,$343.53,$0.00,$963.55,$615.09,$340.79,$801.16,"$1,757.04","$17,267.06","$24,969.13","$15,343.33","$1,225.61",$93.94,$46.70,$28.54,$497.62,$31.32,"$1,923.73","$24,969.13","$17,712.03","$4,955.98",$955.88,$0.00,$0.00,"$12,895.28"
PS/MS 280 MOSHOLU PARKWAY,NYC GEOG DIST #10 - BRONX ,"$6,785.86","$1,728.28","$4,717.26",$54.81,"$13,286.22",$700.93,$388.35,$0.00,"$1,089.28",$652.78,$361.67,$466.10,"$1,480.54","$15,856.04","$23,558.12","$14,292.84","$1,011.97",$124.03,$30.80,$7.41,$284.92,$104.08,"$1,563.20","$23,558.12","$13,460.50","$7,447.27","$1,014.45",$0.00,$0.00,$0.00
PULSE HIGH SCHOOL,NYC GEOG DIST #10 - BRONX ,"$7,613.35","$2,913.78","$5,832.57",$144.86,"$16,504.55",$876.30,$485.51,$0.00,"$1,361.82",$443.08,$245.49,"$1,969.28","$2,657.86","$20,524.23","$28,226.31","$18,778.86","$1,265.72",$0.00,$0.00,$409.91,$0.00,$69.74,"$1,745.37","$28,226.31","$8,220.59","$17,416.67",$688.57,$0.00,$0.00,$0.00
RIVERDALE/KINGSBRIDGE (MS/HS 141),NYC GEOG DIST #10 - BRONX ,"$5,895.56","$1,045.39","$3,845.64",$20.96,"$10,807.55",$467.66,$259.10,$0.00,$726.76,$511.64,$283.47,$166.34,$961.45,"$12,495.76","$20,197.83","$12,218.08",$70.91,$0.00,$12.46,$3.93,$148.50,$41.89,$277.68,"$20,197.83","$13,411.94","$9,610.09",$795.11,$0.00,$0.00,$0.00
SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,NYC GEOG DIST #10 - BRONX ,"$6,852.89","$2,381.33","$5,116.23",$131.63,"$14,482.08",$684.68,$379.35,$0.00,"$1,064.04",$182.42,$101.07,"$1,044.80","$1,328.29","$16,874.41","$24,576.49","$15,291.13","$1,064.37",$120.22,$46.32,$218.52,$81.79,$52.05,"$1,583.28","$24,576.49","$21,285.93","$3,981.13",$283.49,$0.00,$0.00,"$16,472.53"
THEATRE ARTS PROD COMPANY SCHOOL,NYC GEOG DIST #10 - BRONX ,"$7,520.67","$1,779.14","$5,152.57",$82.74,"$14,535.12",$861.25,$477.17,$0.00,"$1,338.42",$624.39,$345.95,$444.26,"$1,414.60","$17,288.14","$24,990.22","$16,405.57",$764.17,$0.00,$22.87,$2.55,$60.20,$32.78,$882.57,"$24,990.22","$16,596.47","$16,773.90",$970.34,$0.00,$0.00,$0.00
THOMAS C GIORDANO MS 45,NYC GEOG DIST #10 - BRONX ,"$6,660.11","$1,234.71","$4,374.13",$99.65,"$12,368.61",$793.95,$439.89,$0.00,"$1,233.84",$404.96,$224.37,$990.95,"$1,620.28","$15,222.73","$22,924.80","$13,871.86","$1,138.97",$0.00,$34.68,$8.42,$33.27,$135.51,"$1,350.86","$22,924.80","$20,111.84","$7,478.43",$629.33,$0.00,$0.00,$0.00
WEST BRONX ACAD FOR THE FUTURE,NYC GEOG DIST #10 - BRONX ,"$6,636.52","$1,671.45","$4,603.04",$45.64,"$12,956.66",$913.46,$506.11,$0.00,"$1,419.57",$956.82,$530.13,$410.23,"$1,897.18","$16,273.41","$23,975.48","$14,978.36",$836.99,$0.00,$8.98,$14.82,$278.29,$155.97,"$1,295.04","$23,975.48","$15,301.95","$8,803.39","$1,486.94",$0.00,$0.00,$0.00
WORLD VIEW HIGH SCHOOL,NYC GEOG DIST #10 - BRONX ,"$6,245.98","$1,764.19","$4,438.04",$0.00,"$12,448.20",$829.96,$459.84,$0.00,"$1,289.80",$714.75,$396.01,$968.33,"$2,079.09","$15,817.10","$23,519.17","$15,024.69",$728.07,$0.00,$44.98,$9.63,$0.00,$9.73,$792.40,"$23,519.17","$18,028.45","$8,713.07","$1,110.76",$0.00,$0.00,$0.00
