School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
MURRY BERGTRAUM HS FOR BUS CAR,NYC GEOG DIST # 2 - MANHATTAN,"$7,591.39","$3,524.81","$6,158.94",$357.91,"$17,633.06","$1,571.68",$870.78,$0.00,"$2,442.46","$2,602.02","$1,441.65","$1,727.94","$5,771.61","$25,847.14","$33,549.22","$24,240.00","$1,089.81",$0.00,$0.00,$0.00,$0.00,$517.32,"$1,607.14","$33,549.22","$16,328.43","$47,423.80","$3,328.31",$0.00,$0.00,$0.00
NEW DESIGN HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$7,632.15","$1,141.76","$4,861.19",$70.59,"$13,705.69",$739.08,$409.49,$0.00,"$1,148.57",$636.77,$352.80,$293.39,"$1,282.97","$16,137.23","$23,839.31","$15,601.40",$511.99,$0.00,$0.00,$0.00,$23.84,$0.00,$535.84,"$23,839.31","$9,279.53","$7,388.73",$739.93,$0.00,$0.00,$0.00
NYC ISCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,803.18",$570.20,"$3,531.17",$0.00,"$9,904.55",$685.60,$379.86,$0.00,"$1,065.46",$618.76,$342.82,$282.97,"$1,244.55","$12,214.56","$19,916.63","$12,151.48",$28.00,$0.00,$6.96,$0.00,$28.12,$0.00,$63.08,"$19,916.63","$9,923.49",$644.80,$732.42,$0.00,$0.00,$0.00
NYC LAB HS-COLLABORATIVE STUDIES,NYC GEOG DIST # 2 - MANHATTAN,"$8,018.81","$2,433.88","$5,791.32",$11.25,"$16,255.26",$979.95,$542.94,$0.00,"$1,522.89",$636.85,$352.85,$277.28,"$1,266.98","$19,045.14","$26,747.21","$18,703.74",$15.28,$0.00,$2.08,$0.00,$114.59,$209.44,$341.40,"$26,747.21","$34,069.18","$62,892.33",$840.59,$0.00,$0.00,$0.00
NYC LAB MS-COLLABORATIVE STUDIES,NYC GEOG DIST # 2 - MANHATTAN,"$5,213.81","$1,321.81","$3,621.07",$3.29,"$10,159.97",$445.82,$247.01,$0.00,$692.82,$562.65,$311.74,$239.14,"$1,113.53","$11,966.33","$19,668.41","$11,663.81",$6.44,$0.00,$5.63,$0.00,$290.44,$0.00,$302.52,"$19,668.41","$21,702.95",$352.22,$874.39,$0.00,$0.00,$0.00
NYC MUSEUM SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,728.39",$549.49,"$3,478.27",$0.00,"$9,756.16",$726.88,$402.73,$0.00,"$1,129.60",$430.65,$238.61,$731.47,"$1,400.73","$12,286.49","$19,988.57","$11,762.29",$467.92,$0.00,$0.00,$0.00,$56.28,$0.00,$524.20,"$19,988.57","$10,528.73",$0.00,$669.26,$0.00,$0.00,$0.00
PACE HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,743.23",$939.95,"$3,702.82",$5.20,"$10,391.20",$778.66,$431.42,$0.00,"$1,210.07",$521.29,$288.82,$567.80,"$1,377.91","$12,979.19","$20,681.27","$12,463.19",$516.00,$0.00,$0.00,$0.00,$0.00,$0.00,$516.00,"$20,681.27","$9,674.38",$0.00,$810.11,$0.00,$0.00,$0.00
PECK SLIP SCHOOL (THE),NYC GEOG DIST # 2 - MANHATTAN,"$5,840.51","$1,925.61","$4,302.82",$0.00,"$12,068.94",$601.38,$333.19,$0.00,$934.57,$216.27,$119.83,$327.67,$663.77,"$13,667.29","$21,369.36","$13,478.96",$4.90,$0.00,$5.83,$0.00,$177.60,$0.00,$188.33,"$21,369.36","$20,542.86","$12,238.14",$336.10,$0.00,$0.00,"$12,270.86"
PROFESSIONAL PERF ARTS HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$4,692.73",$606.16,"$2,935.85",$0.00,"$8,234.74",$779.66,$431.97,$0.00,"$1,211.62",$186.13,$103.13,"$1,949.77","$2,239.03","$11,685.39","$19,387.47","$11,643.55",$36.84,$0.00,$5.01,$0.00,$0.00,$0.00,$41.85,"$19,387.47","$6,613.41","$142,234.00",$282.27,$0.00,$0.00,$0.00
PS 1 ALFRED E SMITH,NYC GEOG DIST # 2 - MANHATTAN,"$9,342.28","$4,222.02","$7,515.32",$18.50,"$21,098.13",$571.84,$316.83,$0.00,$888.66,$435.95,$241.54,$201.84,$879.33,"$22,866.12","$30,568.20","$21,715.52",$562.51,$307.19,$33.05,$0.00,$247.84,$0.00,"$1,150.60","$30,568.20","$24,564.47","$11,776.36",$677.48,$0.00,$0.00,"$28,698.38"
PS 11 WILLIAM T HARRIS,NYC GEOG DIST # 2 - MANHATTAN,"$5,652.08","$1,581.85","$4,007.97",$0.00,"$11,241.90",$360.27,$199.61,$0.00,$559.87,$383.69,$212.58,$345.71,$941.99,"$12,743.77","$20,445.84","$12,300.89",$31.79,$87.87,$14.25,$0.00,$308.96,$0.00,$442.87,"$20,445.84","$18,394.57","$7,684.25",$596.28,$0.00,$0.00,"$13,673.00"
PS 111 ADOLPH S OCHS,NYC GEOG DIST # 2 - MANHATTAN,"$6,710.69","$3,575.72","$5,699.20",$89.56,"$16,075.17",$732.98,$406.11,$0.00,"$1,139.09",$682.64,$378.21,$594.55,"$1,655.40","$18,869.67","$26,571.74","$17,671.82",$400.85,$162.23,$24.86,$80.60,$325.54,$203.76,"$1,197.85","$26,571.74","$27,381.96","$9,408.03","$1,060.85",$0.00,$0.00,"$14,070.11"
PS 116 MARY LINDLEY MURRAY,NYC GEOG DIST # 2 - MANHATTAN,"$6,102.30","$2,748.30","$4,903.68",$50.40,"$13,804.68",$611.56,$338.83,$0.00,$950.40,$615.77,$341.17,$222.88,"$1,179.82","$15,934.90","$23,636.97","$15,277.58",$83.98,$91.82,$26.05,$19.00,$436.47,$0.00,$657.31,"$23,636.97","$27,007.09","$7,153.95",$956.93,$0.00,$0.00,"$13,512.81"
PS 124 YUNG WING,NYC GEOG DIST # 2 - MANHATTAN,"$6,511.77","$1,823.76","$4,618.31",$2.80,"$12,956.64",$482.72,$267.45,$0.00,$750.17,$146.83,$81.35,$254.34,$482.53,"$14,189.34","$21,891.41","$13,565.46",$462.46,$27.77,$27.17,$0.00,$94.01,$12.46,$623.88,"$21,891.41","$27,048.43","$5,064.76",$228.19,$0.00,$0.00,"$18,471.72"
PS 126 JACOB AUGUST RIIS,NYC GEOG DIST # 2 - MANHATTAN,"$7,564.96","$1,920.98","$5,255.69",$70.63,"$14,812.27",$577.11,$319.75,$0.00,$896.86,$588.52,$326.07,$256.23,"$1,170.82","$16,879.95","$24,582.03","$15,781.51",$655.84,$43.36,$16.28,$0.00,$244.13,$138.82,"$1,098.45","$24,582.03","$23,308.49","$4,645.54",$914.59,$0.00,$0.00,"$50,550.00"
PS 130 HERNANDO DE SOTO,NYC GEOG DIST # 2 - MANHATTAN,"$5,722.41","$1,797.93","$4,166.65",$45.84,"$11,732.83",$476.31,$263.90,$0.00,$740.22,$458.46,$254.01,$307.14,"$1,019.61","$13,492.66","$21,194.73","$12,570.30",$574.69,$67.93,$19.89,$0.00,$259.84,$0.00,$922.36,"$21,194.73","$20,476.03","$10,181.94",$712.47,$0.00,$0.00,"$14,295.91"
PS 150,NYC GEOG DIST # 2 - MANHATTAN,"$4,877.64","$2,564.43","$4,123.28",$0.00,"$11,565.35",$859.85,$476.40,$0.00,"$1,336.25",$227.93,$126.28,$951.37,"$1,305.59","$14,207.19","$21,909.27","$14,013.53",$0.00,$135.36,$11.56,$0.00,$46.73,$0.00,$193.66,"$21,909.27","$20,687.31","$31,505.50",$354.22,$0.00,$0.00,"$10,534.89"
PS 158 BAYARD TAYLOR,NYC GEOG DIST # 2 - MANHATTAN,"$5,025.44","$1,946.09","$3,862.58",$0.00,"$10,834.11",$342.12,$189.55,$0.00,$531.68,$235.91,$130.71,$366.58,$733.20,"$12,099.00","$19,801.07","$11,813.63",$6.70,$80.11,$32.06,$0.00,$166.49,$0.00,$285.36,"$19,801.07","$32,184.34","$4,171.79",$366.62,$0.00,$0.00,"$12,529.53"
PS 183 ROBERT L STEVENSON,NYC GEOG DIST # 2 - MANHATTAN,"$5,911.26","$2,155.46","$4,469.37",$0.00,"$12,536.10",$484.52,$268.45,$0.00,$752.97,$562.07,$311.42,$409.67,"$1,283.16","$14,572.23","$22,274.30","$14,135.45",$1.43,$55.76,$38.22,$0.00,$341.37,$0.00,$436.78,"$22,274.30","$24,980.23","$4,298.03",$873.49,$0.00,$0.00,"$17,782.90"
PS 198 ISADOR E IDA STRAUS,NYC GEOG DIST # 2 - MANHATTAN,"$6,099.00","$2,261.90","$4,632.37",$0.00,"$12,993.27",$551.35,$305.48,$0.00,$856.83,$632.10,$350.21,$193.80,"$1,176.11","$15,026.22","$22,728.29","$14,564.04",$7.85,$68.21,$15.79,$0.00,$370.33,$0.00,$462.18,"$22,728.29","$20,912.72","$6,204.08",$982.31,$0.00,$0.00,"$20,304.09"
PS 2 MEYER LONDON,NYC GEOG DIST # 2 - MANHATTAN,"$9,213.29","$3,810.74","$7,215.97",$83.19,"$20,323.20",$329.69,$182.67,$0.00,$512.36,$427.51,$236.87,$451.07,"$1,115.45","$21,951.01","$29,653.09","$20,085.84",$891.87,$256.51,$47.76,$0.00,$669.03,$0.00,"$1,865.17","$29,653.09","$27,669.89","$9,870.55",$664.38,$0.00,$0.00,"$32,525.50"
PS 212 MIDTOWN WEST,NYC GEOG DIST # 2 - MANHATTAN,"$4,453.05","$1,962.57","$3,554.58",$88.73,"$10,058.94",$404.21,$223.95,$0.00,$628.17,$243.38,$134.84,$142.50,$520.73,"$11,207.83","$18,909.91","$10,864.49",$4.40,$0.00,$6.68,$0.00,$332.25,$0.00,$343.34,"$18,909.91","$12,545.75","$9,559.00",$378.22,$0.00,$0.00,"$13,297.42"
PS 234 INDEPENDENCE SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,479.05","$1,277.80","$3,743.64",$0.00,"$10,500.49",$478.69,$265.22,$0.00,$743.90,$441.11,$244.40,$403.36,"$1,088.87","$12,333.26","$20,035.34","$11,930.15",$2.50,$75.15,$4.69,$0.00,$320.77,$0.00,$403.12,"$20,035.34","$15,547.21","$7,477.63",$685.51,$0.00,$0.00,$0.00
PS 290 MANHATTAN NEW SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,804.25","$1,521.00","$4,058.56",$0.00,"$11,383.81",$464.68,$257.45,$0.00,$722.13,$521.01,$288.66,$471.05,"$1,280.72","$13,386.67","$21,088.74","$12,795.74",$1.34,$29.38,$13.46,$0.00,$546.74,$0.00,$590.92,"$21,088.74","$19,121.37","$9,403.08",$809.67,$0.00,$0.00,"$16,893.51"
PS 3 CHARRETTE SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$6,052.86","$2,259.73","$4,605.60",$40.51,"$12,958.70",$463.30,$256.69,$0.00,$719.99,$465.53,$257.93,$595.28,"$1,318.74","$14,997.43","$22,699.51","$14,508.51",$9.83,$73.64,$4.98,$0.00,$400.46,$0.00,$488.92,"$22,699.51","$26,394.99","$3,889.94",$723.46,$0.00,$0.00,"$14,231.24"
PS 33 CHELSEA PREP,NYC GEOG DIST # 2 - MANHATTAN,"$4,991.46","$1,988.21","$3,867.09",$100.63,"$10,947.38",$426.78,$236.45,$0.00,$663.23,$462.18,$256.07,$483.64,"$1,201.89","$12,812.50","$20,514.58","$12,272.83",$100.81,$73.44,$22.55,$47.28,$295.60,$0.00,$539.67,"$20,514.58","$20,471.50","$8,579.24",$718.25,$0.00,$0.00,"$14,222.68"
PS 40 AUGUSTUS SAINT-GAUDENS,NYC GEOG DIST # 2 - MANHATTAN,"$5,186.57","$1,359.47","$3,626.84",$25.28,"$10,198.16",$403.42,$223.51,$0.00,$626.94,$464.28,$257.23,$888.13,"$1,609.65","$12,434.74","$20,136.82","$12,026.60",$4.57,$135.42,$7.20,$0.00,$260.96,$0.00,$408.15,"$20,136.82","$14,632.02","$5,499.17",$721.51,$0.00,$0.00,"$14,912.23"
PS 41 GREENWICH VILLAGE,NYC GEOG DIST # 2 - MANHATTAN,"$5,567.93","$2,041.49","$4,216.01",$0.00,"$11,825.43",$432.38,$239.56,$0.00,$671.94,$353.85,$196.05,$195.55,$745.44,"$13,242.82","$20,944.89","$12,818.23",$0.00,$74.98,$6.46,$0.00,$343.15,$0.00,$424.58,"$20,944.89","$22,395.15","$18,120.08",$549.90,$0.00,$0.00,"$15,051.33"
PS 42 BENJAMIN ALTMAN,NYC GEOG DIST # 2 - MANHATTAN,"$8,031.82","$2,523.53","$5,848.20",$0.00,"$16,403.56",$508.67,$281.83,$0.00,$790.49,$555.32,$307.67,$620.32,"$1,483.31","$18,677.36","$26,379.44","$17,272.63",$674.30,$258.28,$58.70,$0.00,$413.46,$0.00,"$1,404.74","$26,379.44","$26,049.90","$13,511.73",$862.99,$0.00,$0.00,"$26,459.70"
PS 51 ELIAS HOWE,NYC GEOG DIST # 2 - MANHATTAN,"$6,044.75","$3,043.27","$5,035.23",$75.93,"$14,199.18",$552.81,$306.28,$0.00,$859.09,$736.98,$408.32,$574.30,"$1,719.61","$16,777.89","$24,479.96","$15,876.00",$398.82,$27.24,$27.76,$76.89,$371.16,$0.00,$901.88,"$24,479.96","$23,496.16","$12,798.56","$1,145.30",$0.00,$0.00,"$13,763.81"
PS 527 EAST SIDE SCHOOL-SOCIAL ACTIO,NYC GEOG DIST # 2 - MANHATTAN,"$5,469.39","$1,950.79","$4,111.16",$0.00,"$11,531.34",$442.37,$245.09,$0.00,$687.46,$254.57,$141.05,$784.84,"$1,180.46","$13,399.26","$21,101.34","$13,138.48",$22.37,$0.00,$0.07,$0.00,$238.33,$0.00,$260.78,"$21,101.34","$21,728.39",$2.41,$395.62,$0.00,$0.00,$0.00
PS 59 BEEKMAN HILL INTERNATIONAL,NYC GEOG DIST # 2 - MANHATTAN,"$5,453.59","$1,656.13","$3,939.15",$89.32,"$11,138.18",$480.31,$266.12,$0.00,$746.43,$481.69,$266.88,$447.48,"$1,196.05","$13,080.66","$20,782.74","$12,549.85",$1.33,$29.57,$39.17,$0.00,$460.74,$0.00,$530.81,"$20,782.74","$26,705.26","$4,648.39",$748.57,$0.00,$0.00,"$15,986.65"
PS 6 LILLIE D BLAKE,NYC GEOG DIST # 2 - MANHATTAN,"$5,277.95","$1,930.24","$3,993.70",$0.00,"$11,201.89",$636.07,$352.41,$0.00,$988.48,$639.67,$354.41,$847.73,"$1,841.81","$14,032.18","$21,734.25","$13,466.95",$0.00,$42.26,$4.92,$0.00,$518.04,$0.00,$565.22,"$21,734.25","$22,209.08","$3,348.77",$994.08,$0.00,$0.00,"$15,850.01"
PS 77 LOWER LAB SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$4,225.81","$1,624.24","$3,241.23",$94.58,"$9,185.86",$779.05,$431.63,$0.00,"$1,210.69",$296.53,$164.29,$911.91,"$1,372.73","$11,769.29","$19,471.36","$11,630.44",$1.99,$0.00,$6.95,$0.00,$129.90,$0.00,$138.84,"$19,471.36","$20,292.35","$2,501.53",$460.82,$0.00,$0.00,$0.00
PS 89,NYC GEOG DIST # 2 - MANHATTAN,"$6,353.60","$2,017.41","$4,637.97",$0.00,"$13,008.99",$665.96,$368.97,$0.00,"$1,034.93",$689.13,$381.81,$139.57,"$1,210.51","$15,254.43","$22,956.51","$14,704.80",$0.00,$99.87,$18.61,$0.00,$431.15,$0.00,$549.63,"$22,956.51","$25,987.24","$6,591.04","$1,070.93",$0.00,$0.00,"$14,152.94"
PS/IS 217 ROOSEVELT ISLAND,NYC GEOG DIST # 2 - MANHATTAN,"$5,283.65","$2,176.74","$4,133.44",$230.73,"$11,824.57",$513.43,$284.47,$0.00,$797.90,$365.20,$202.34,$166.29,$733.83,"$13,356.30","$21,058.37","$12,684.73",$0.00,$37.00,$57.92,$0.00,$445.49,$131.15,$671.56,"$21,058.37","$22,283.80","$1,810.60",$567.53,$0.00,$0.00,"$18,603.90"
QUEST TO LEARN,NYC GEOG DIST # 2 - MANHATTAN,"$7,287.27","$1,395.67","$4,810.79",$44.12,"$13,537.85",$795.64,$440.83,$0.00,"$1,236.47",$857.38,$475.03,$347.42,"$1,679.83","$16,454.15","$24,156.23","$15,616.24",$526.71,$0.00,$0.00,$0.00,$311.20,$0.00,$837.91,"$24,156.23","$15,128.06","$11,903.95","$1,031.74",$0.00,$0.00,$0.00
REPERTORY COMPANY HS FOR THEATRE ART,NYC GEOG DIST # 2 - MANHATTAN,"$5,184.28","$1,033.51","$3,444.97",$51.34,"$9,714.12","$1,767.55",$979.31,$0.00,"$2,746.87",$838.04,$464.32,$886.24,"$2,188.60","$14,649.59","$22,351.67","$14,184.50",$465.08,$0.00,$0.00,$0.00,$0.00,$0.00,$465.08,"$22,351.67","$7,297.34",$0.00,"$1,302.36",$0.00,$0.00,$0.00
RICHARD R GREEN HS OF TEACHING,NYC GEOG DIST # 2 - MANHATTAN,"$6,657.61","$1,145.36","$4,323.24",$21.18,"$12,147.40","$1,101.16",$610.10,$0.00,"$1,711.25","$1,070.46",$593.09,$922.36,"$2,585.91","$16,444.56","$24,146.64","$14,942.80",$796.57,$0.00,$0.00,$0.00,$328.34,$376.85,"$1,501.76","$24,146.64","$13,607.79","$9,313.76","$1,983.91",$393.07,$0.00,$0.00
RIVER SCHOOL (THE),NYC GEOG DIST # 2 - MANHATTAN,"$5,699.48","$1,917.35","$4,220.11",$36.21,"$11,873.16",$800.99,$443.79,$0.00,"$1,244.79",$119.94,$66.45,$624.92,$811.31,"$13,929.26","$21,631.34","$13,876.95",$11.65,$0.00,$40.65,$0.00,$0.00,$0.00,$52.31,"$21,631.34","$26,105.61","$3,286.74",$186.39,$0.00,$0.00,"$11,467.03"
SATELLITE ACADEMY HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$4,812.96","$1,542.11","$3,521.03",$24.94,"$9,901.05","$1,550.68",$859.16,$0.00,"$2,409.84",$772.71,$428.12,"$1,716.86","$2,917.69","$15,228.58","$22,930.66","$14,684.01",$544.57,$0.00,$0.00,$0.00,$0.00,$0.00,$544.57,"$22,930.66","$3,026.32",$0.00,"$1,200.83",$0.00,$0.00,$0.00
SCHOOL OF THE FUTURE HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,718.32","$1,360.93","$3,922.26",$32.97,"$11,034.48",$412.43,$228.51,$0.00,$640.94,$672.66,$372.69,$335.99,"$1,381.34","$13,056.76","$20,758.83","$12,670.89",$33.22,$0.00,$4.86,$0.00,$337.15,$10.64,$385.87,"$20,758.83","$15,671.72","$31,113.60","$1,045.35",$0.00,$0.00,$0.00
SIXTH AVENUE ELEMENTARY SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,829.91","$2,627.78","$4,685.99",$0.00,"$13,143.68",$431.25,$238.93,$0.00,$670.19,$303.93,$168.39,$399.70,$872.03,"$14,685.90","$22,387.97","$14,410.90",$11.74,$0.00,$5.75,$0.00,$257.50,$0.00,$274.99,"$22,387.97","$23,387.33","$7,577.50",$472.33,$0.00,$0.00,"$11,366.59"
SPRUCE STREET SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,971.42","$1,475.63","$4,126.05",$129.35,"$11,702.45",$539.36,$298.83,$0.00,$838.20,$588.87,$326.26,$457.22,"$1,372.35","$13,913.00","$21,615.08","$13,552.67",$16.41,$0.00,$9.44,$0.00,$334.47,$0.00,$360.33,"$21,615.08","$17,615.47","$2,213.08",$915.13,$0.00,$0.00,"$14,120.33"
STEPHEN T MATHER BLDG ARTS-CRAFTSMAN,NYC GEOG DIST # 2 - MANHATTAN,"$8,288.82","$2,000.09","$5,700.58",$37.31,"$16,026.79","$1,093.41",$605.80,$0.00,"$1,699.21",$884.90,$490.28,"$1,338.81","$2,713.98","$20,439.99","$28,142.07","$18,416.34",$581.47,$0.00,$0.00,$0.00,$124.33,"$1,317.84","$2,023.65","$28,142.07","$17,087.29",$0.00,"$1,375.17",$0.00,$0.00,$0.00
STUYVESANT HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$4,648.82",$753.56,"$2,993.19",$0.30,"$8,395.87",$463.10,$256.58,$0.00,$719.68,$530.86,$294.12,$190.33,"$1,015.31","$10,130.85","$17,832.93","$10,126.40",$1.37,$0.00,$0.54,$0.00,$0.00,$2.55,$4.46,"$17,832.93","$4,704.23","$1,796.00",$755.10,$0.00,$0.00,$0.00
TALENT UNLIMITED HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,807.65",$857.42,"$3,692.79",$6.43,"$10,364.29",$780.48,$432.43,$0.00,"$1,212.91",$518.16,$287.09,$763.20,"$1,568.45","$13,145.65","$20,847.73","$12,862.84",$22.31,$0.00,$5.45,$0.00,$25.98,$229.07,$282.82,"$20,847.73","$6,889.70","$3,897.00",$625.52,$0.00,$0.00,$0.00
UNION SQUARE ACAD FOR HEALTH SCIENCE,NYC GEOG DIST # 2 - MANHATTAN,"$5,504.83","$1,407.03","$3,829.52",$117.35,"$10,858.73",$986.75,$546.71,$0.00,"$1,533.46",$528.90,$293.04,"$1,392.46","$2,214.40","$14,606.60","$22,308.67","$13,744.93",$598.34,$0.00,$0.00,$0.00,$91.12,$172.21,$861.67,"$22,308.67","$9,300.27","$13,076.86",$586.18,$0.00,$0.00,$0.00
UNITY CENTER FOR URBAN TECHNOLOGIES,NYC GEOG DIST # 2 - MANHATTAN,"$4,565.30","$1,643.17","$3,439.81",$104.95,"$9,753.23","$1,732.34",$959.80,$0.00,"$2,692.14","$1,153.20",$638.93,"$1,243.78","$3,035.93","$15,481.30","$23,183.37","$14,339.32",$573.28,$0.00,$0.00,$0.00,$568.68,$0.00,"$1,141.97","$23,183.37","$8,364.11","$22,092.00","$1,792.14",$0.00,$0.00,$0.00
URBAN ACAD LABORATORY HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$11,054.69","$1,863.91","$7,157.57",$0.00,"$20,076.17","$1,206.09",$668.23,$0.00,"$1,874.33",$642.59,$356.02,$358.86,"$1,357.48","$23,307.99","$31,010.07","$23,257.77",$36.69,$0.00,$13.53,$0.00,$0.00,$0.00,$50.22,"$31,010.07",$0.00,"$1,867.00",$998.62,$0.00,$0.00,$0.00
URBAN ACADEMY-GOVERNMENT & LAW,NYC GEOG DIST # 2 - MANHATTAN,"$5,596.26","$1,868.80","$4,136.02",$32.93,"$11,634.01","$1,122.15",$621.73,$0.00,"$1,743.87",$324.72,$179.91,$476.76,$981.39,"$14,359.28","$22,061.36","$13,539.50",$656.07,$0.00,$0.00,$0.00,$163.70,$0.00,$819.77,"$22,061.36","$9,680.16","$15,123.58",$504.63,$0.00,$0.00,$0.00
URBAN ASSEMBLY GATEWAY SCHOOL-TECH,NYC GEOG DIST # 2 - MANHATTAN,"$6,499.47",$944.28,"$4,124.22",$30.70,"$11,598.67",$685.04,$379.54,$0.00,"$1,064.58","$1,015.72",$562.76,$863.58,"$2,442.06","$15,105.32","$22,807.39","$14,213.43",$479.20,$0.00,$0.00,$0.00,$28.84,$383.84,$891.89,"$22,807.39","$7,282.19","$17,808.63","$1,578.49",$0.00,$0.00,$0.00
URBAN ASSEMBLY MAKER ACADEMY,NYC GEOG DIST # 2 - MANHATTAN,"$5,664.81","$1,495.92","$3,967.41",$8.97,"$11,137.11",$858.31,$475.54,$0.00,"$1,333.85",$377.62,$209.22,"$1,442.56","$2,029.41","$14,500.37","$22,202.45","$13,786.85",$539.61,$0.00,$0.00,$0.00,$72.23,$101.68,$713.52,"$22,202.45","$12,021.37",$0.00,$406.67,$0.00,$0.00,$0.00
URBAN ASSEMBLY NY HARBOR SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$6,507.03","$1,620.86","$4,503.27",$17.48,"$12,648.65","$1,015.16",$562.45,$0.00,"$1,577.61",$379.04,$210.01,$688.99,"$1,278.03","$15,504.29","$23,206.37","$15,269.70",$35.79,$0.00,$1.87,$0.00,$44.92,$152.02,$234.60,"$23,206.37","$12,489.30","$33,040.27",$589.05,$0.00,$0.00,$0.00
URBAN ASSEMBLY-EMERGENCY MANAGEMENT,NYC GEOG DIST # 2 - MANHATTAN,"$7,256.65","$1,772.38","$5,002.54",$34.22,"$14,065.80","$1,571.33",$870.60,$0.00,"$2,441.93",$696.81,$386.07,$613.53,"$1,696.41","$18,204.14","$25,906.22","$17,655.02",$476.27,$0.00,$0.00,$0.00,$0.00,$72.85,$549.12,"$25,906.22","$16,605.26","$14,382.63","$1,082.88",$0.00,$0.00,$0.00
URBAN ASSMBLY SCH-DESIGN & CONST,NYC GEOG DIST # 2 - MANHATTAN,"$5,270.53","$1,962.28","$4,007.35",$48.62,"$11,288.79",$970.61,$537.76,$0.00,"$1,508.37","$1,013.19",$561.36,"$1,091.67","$2,666.22","$15,463.38","$23,165.46","$14,574.13",$721.09,$0.00,$36.60,$0.00,$131.56,$0.00,$889.25,"$23,165.46","$11,728.66","$5,078.86","$1,511.37",$0.00,$0.00,$0.00
URBAN SCH-BUSINESS-YNG WOMEN,NYC GEOG DIST # 2 - MANHATTAN,"$6,447.63","$1,380.07","$4,336.94",$194.69,"$12,359.34","$1,959.82","$1,085.84",$0.00,"$3,045.66","$1,030.52",$570.96,$868.84,"$2,470.32","$17,875.33","$25,577.41","$17,122.07",$753.26,$0.00,$0.00,$0.00,$0.00,$0.00,$753.26,"$25,577.41","$10,573.03","$8,000.31","$1,601.47",$0.00,$0.00,$0.00
VANGUARD HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$7,437.04","$1,491.29","$4,946.75",$35.55,"$13,910.63",$746.16,$413.41,$0.00,"$1,159.57",$717.02,$397.27,$332.38,"$1,446.67","$16,516.87","$24,218.95","$15,396.47",$660.98,$0.00,$0.00,$68.53,$390.89,$0.00,"$1,120.40","$24,218.95","$9,979.89","$36,428.31","$1,114.29",$0.00,$0.00,$0.00
YORKVILLE COMMUNITY SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$6,081.36","$2,281.10","$4,633.23",$0.00,"$12,995.70",$562.13,$311.45,$0.00,$873.58,$581.06,$321.94,$259.77,"$1,162.76","$15,032.04","$22,734.12","$14,587.77",$55.07,$0.00,$5.93,$0.00,$383.27,$0.00,$444.27,"$22,734.12","$25,345.44","$8,035.37",$903.00,$0.00,$0.00,"$13,559.83"
YORKVILLE EAST MIDDLE SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$6,255.53","$1,709.90","$4,413.26",$160.07,"$12,538.77","$1,188.79",$658.65,$0.00,"$1,847.44",$638.09,$353.53,$256.56,"$1,248.18","$15,634.40","$23,336.48","$15,614.19",$8.66,$0.00,$10.83,$0.00,$0.73,$0.00,$20.22,"$23,336.48","$16,633.89",$830.00,$991.62,$0.00,$0.00,$0.00
