School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
PS/IS 218 R H DUAL LANG MAGNET,NYC GEOG DIST # 9 - BRONX ,"$5,618.18","$1,738.76","$4,076.12",$154.11,"$11,587.17",$519.56,$287.86,$0.00,$807.42,$458.05,$253.78,"$1,224.90","$1,936.72","$14,331.32","$22,033.39","$13,054.63",$861.77,$90.73,$35.00,$5.80,$275.17,$8.21,"$1,276.69","$22,033.39","$15,372.76","$13,772.35",$636.92,$0.00,$0.00,$0.00
PS/MS 4 CROTONA PARK WEST,NYC GEOG DIST # 9 - BRONX ,"$5,648.69","$2,355.36","$4,434.65",$527.72,"$12,966.43","$1,112.48",$616.37,$0.00,"$1,728.85","$1,078.61",$597.60,"$1,167.55","$2,843.76","$17,539.04","$25,241.12","$15,784.90",$982.06,$174.75,$20.79,$86.65,$404.39,$85.49,"$1,754.14","$25,241.12","$11,497.35","$5,335.84","$1,676.21",$0.00,$0.00,"$15,959.07"
SCHOOL FOR EXCELLENCE,NYC GEOG DIST # 9 - BRONX,"$7,747.20","$2,489.64","$5,671.73",$17.24,"$15,925.81","$1,065.76",$590.48,$0.00,"$1,656.24","$1,380.84",$765.06,"$1,026.08","$3,171.97","$20,754.03","$28,456.11","$18,942.56","$1,035.20",$0.00,$47.32,$345.31,$313.72,$69.91,"$1,811.47","$28,456.11","$15,568.83","$10,546.30","$1,806.62",$0.00,$0.00,$0.00
SCIENCE AND TECHNOLOGY ACADEMY,NYC GEOG DIST # 9 - BRONX ,"$5,999.45","$1,760.58","$4,299.45",$84.67,"$12,144.16","$1,016.16",$563.00,$0.00,"$1,579.17",$638.23,$353.61,"$1,098.95","$2,090.79","$15,814.11","$23,516.19","$14,610.10",$696.52,$0.00,$19.15,$13.39,$381.40,$93.55,"$1,204.02","$23,516.19","$13,993.43","$6,857.32",$991.84,$0.00,$0.00,$0.00
SHERIDAN ACADEMY FOR YOUNG LEADERS,NYC GEOG DIST # 9 - BRONX ,"$6,009.22","$2,581.58","$4,759.74",$260.66,"$13,611.21",$848.50,$470.11,$0.00,"$1,318.62",$950.26,$526.49,$959.85,"$2,436.61","$17,366.43","$25,068.51","$15,891.18",$971.58,$98.42,$27.95,$12.07,$365.22,$0.00,"$1,475.25","$25,068.51","$14,584.38","$3,519.76","$1,476.75",$0.00,$0.00,"$13,560.61"
SOUTH BRONX INTERNATIONAL MS,NYC GEOG DIST # 9 - BRONX ,"$8,846.35","$2,639.74","$6,363.88",$537.56,"$18,387.56","$2,975.33","$1,648.47",$0.00,"$4,623.81","$2,031.67","$1,125.65","$9,512.02","$12,669.37","$35,680.74","$43,382.83","$35,281.35",$259.86,$0.00,$0.00,$139.53,$0.00,$0.00,$399.40,"$43,382.83","$18,341.80","$4,350.66","$9,844.07","$6,686.74",$0.00,$0.00
URBAN ASSMBLY SCHOOL-APPL MATH,NYC GEOG DIST # 9 - BRONX ,"$6,576.58","$1,484.99","$4,466.52",$47.22,"$12,575.31",$949.45,$526.04,$0.00,"$1,475.49",$456.93,$253.16,"$2,100.51","$2,810.61","$16,861.41","$24,563.48","$15,630.16",$959.99,$0.00,$22.21,$52.75,$158.58,$37.72,"$1,231.25","$24,563.48","$14,583.16","$8,428.62",$710.09,$0.00,$0.00,$0.00
VALIDUS PREP ACADEMY,NYC GEOG DIST # 9 - BRONX ,"$5,969.78","$2,394.47","$4,634.22",$86.48,"$13,084.96","$1,269.77",$703.52,$0.00,"$1,973.29",$833.98,$462.07,"$1,030.79","$2,326.84","$17,385.10","$25,087.18","$15,859.87","$1,010.86",$0.00,$33.83,$283.71,$151.22,$45.61,"$1,525.23","$25,087.18","$14,400.49","$2,527.13","$1,082.15",$0.00,$0.00,$0.00
WALTON AVENUE SCHOOL (THE),NYC GEOG DIST # 9 - BRONX ,"$6,863.56","$2,421.14","$5,144.20",$384.22,"$14,813.12",$593.26,$328.70,$0.00,$921.96,$782.65,$433.63,$982.32,"$2,198.60","$17,933.68","$25,635.75","$16,232.79","$1,065.25",$0.00,$28.35,$12.15,$478.24,$116.90,"$1,700.88","$25,635.75","$20,256.65","$11,659.63","$1,216.27",$0.00,$0.00,$0.00
YOUNG WOMEN'S LDSHP SCHOOL-BRONX,NYC GEOG DIST # 9 - BRONX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
