School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
PS 60 ALICE AUSTEN,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,412.28","$3,247.40","$5,351.95",$128.15,"$15,139.79",$498.12,$275.98,$0.00,$774.11,$307.71,$170.49,$356.91,$835.10,"$16,749.00","$24,451.07","$16,400.74",$12.78,$153.89,$12.40,$0.00,$169.18,$0.00,$348.25,"$24,451.07","$26,547.24","$8,292.21",$478.19,$0.00,$0.00,"$15,444.83"
PS 65 ACAD OF INNOVATIVE LEARNING,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,578.08","$3,632.58","$5,657.23",$53.78,"$15,921.67",$667.87,$370.03,$0.00,"$1,037.91",$239.86,$132.89,$670.56,"$1,043.30","$18,002.89","$25,704.96","$16,961.85",$450.21,$0.00,$0.00,$48.87,$541.95,$0.00,"$1,041.04","$25,704.96","$24,328.80","$12,826.24",$372.75,$0.00,$0.00,"$13,436.28"
PS 69 DANIEL D TOMPKINS,NYC GEOG DIST #31 - STATEN ISLAND ,"$9,506.59","$4,427.92","$7,720.42",$78.02,"$21,732.95",$535.11,$296.48,$0.00,$831.58,$317.41,$175.86,$243.86,$737.13,"$23,301.67","$31,003.74","$22,730.80",$4.79,$139.46,$16.10,$14.89,$395.62,$0.00,$570.86,"$31,003.74","$50,512.71","$5,288.24",$493.27,$0.00,$0.00,"$8,572.88"
PS 74 FUTURE LEADERS ELEMENTARY,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,339.45","$4,056.41","$6,313.89",$71.97,"$17,781.72","$1,387.52",$768.75,$0.00,"$2,156.27",$785.10,$434.98,$422.26,"$1,642.35","$21,580.34","$29,282.42","$20,133.28","$1,087.25",$0.00,$36.48,$0.00,$323.33,$0.00,"$1,447.06","$29,282.42","$25,187.29","$6,823.23","$1,220.08",$0.00,$0.00,$0.00
PS 78,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,828.77","$4,163.68","$6,644.43",$106.51,"$18,743.38",$493.50,$273.42,$0.00,$766.93,$622.34,$344.81,"$1,146.09","$2,113.25","$21,623.56","$29,325.63","$19,894.32","$1,257.90",$0.00,$24.07,$0.00,$427.28,$19.98,"$1,729.24","$29,325.63","$23,943.26","$10,335.13","$1,368.19",$401.04,$0.00,"$13,954.67"
PS 8 SHIRLEE SOLOMON,NYC GEOG DIST #31 - STATEN ISLAND ,"$5,392.73","$3,230.85","$4,777.90",$0.00,"$13,401.49",$724.70,$401.52,$0.00,"$1,126.21",$228.87,$126.80,$657.96,"$1,013.64","$15,541.34","$23,243.42","$15,039.87",$13.02,$90.90,$0.08,$0.00,$397.47,$0.00,$501.47,"$23,243.42","$28,271.80","$16,372.69",$355.68,$0.00,$0.00,"$16,605.94"
RALPH R MCKEE CAREER-TECH HIGH SCH,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,982.91","$2,334.22","$5,162.16",$21.79,"$14,501.09",$970.28,$537.59,$0.00,"$1,507.87",$524.55,$290.63,$433.66,"$1,248.84","$17,257.80","$24,959.87","$16,034.68",$758.62,$0.00,$9.56,$0.00,$330.51,$124.43,"$1,223.12","$24,959.87","$15,545.67","$8,547.92",$635.32,$0.00,$0.00,$0.00
SPACE SHUTTLE COLUMBIA SCHOOL,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,244.74","$5,134.59","$6,858.78",$17.44,"$19,255.56",$652.16,$361.33,$0.00,"$1,013.48",$416.39,$230.70,$238.56,$885.64,"$21,154.69","$28,856.76","$20,432.42",$24.99,$36.68,$20.43,$0.00,$640.16,$0.00,$722.27,"$28,856.76","$39,096.50","$14,291.20",$647.08,$0.00,$0.00,"$17,810.70"
STATEN ISLAND SCH-CIVIC LEADERSHIP,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,529.33","$3,237.34","$5,411.23",$1.91,"$15,179.81",$464.30,$257.25,$0.00,$721.55,$333.09,$184.55,$454.66,$972.31,"$16,873.67","$24,575.75","$15,692.99",$752.90,$0.00,$0.00,$0.00,$427.79,$0.00,"$1,180.69","$24,575.75","$28,499.39","$6,850.25",$517.65,$0.00,$0.00,"$13,970.22"
STATEN ISLAND TECH HIGH SCHOOL,NYC GEOG DIST #31 - STATEN ISLAND ,"$4,596.89","$1,063.31","$3,136.04",$15.68,"$8,811.92",$647.18,$358.57,$0.00,"$1,005.76",$402.14,$222.81,$283.91,$908.86,"$10,726.53","$18,428.61","$10,534.69",$2.44,$0.00,$4.01,$19.13,$81.51,$84.75,$191.84,"$18,428.61","$22,074.11","$14,414.98",$624.95,$0.00,$0.00,$0.00
STEPHANIE A VIERNO SCHOOL (THE),NYC GEOG DIST #31 - STATEN ISLAND ,"$6,063.90","$2,850.25","$4,938.89",$52.51,"$13,905.55",$572.86,$317.39,$0.00,$890.25,$227.69,$126.15,$504.57,$858.41,"$15,654.22","$23,356.30","$14,688.63",$581.85,$122.54,$21.48,$0.00,$239.72,$0.00,$965.59,"$23,356.30","$22,230.24","$10,069.25",$353.85,$0.00,$0.00,"$13,272.53"
SUSAN E WAGNER HIGH SCHOOL,NYC GEOG DIST #31 - STATEN ISLAND ,"$4,983.26","$2,384.48","$4,082.11",$14.88,"$11,464.72",$532.94,$295.28,$0.00,$828.21,$486.26,$269.41,$327.61,"$1,083.28","$13,376.22","$21,078.29","$12,803.43",$37.30,$0.00,$11.37,$0.00,$431.25,$92.87,$572.79,"$21,078.29","$19,006.60","$11,751.93",$693.58,$0.00,$0.00,$0.00
TOTTENVILLE HIGH SCHOOL,NYC GEOG DIST #31 - STATEN ISLAND ,"$5,477.31","$1,564.29","$3,901.41",$15.25,"$10,958.27",$478.61,$265.18,$0.00,$743.79,$555.29,$307.66,$409.35,"$1,272.30","$12,974.36","$20,676.44","$12,614.36",$26.09,$0.00,$6.67,$0.00,$226.09,$101.16,$360.00,"$20,676.44","$16,808.39","$6,894.22",$831.99,$0.00,$0.00,$0.00
